Compound,formula,Z,Period,Group,m,kai,EA,Nval,IE1,IE2,Rvdw,Rcov,MP,BP,Cp_g,Cp_mol,rho,E-fusion,E-vapor,ThermalConductivity
Ga2MgO4,MgGa2O4,15.14285714,2.714285714,13.14285714,32.53571429,2.67,0.920640857,0,10.58814814,28.07856714,1.65,0.917142857,249.4884571,961.1717143,0.777285714,27.77728571,2.751714286,2.966857143,93.33765714,0.339009943
Ga2MgS4,MgGa2S4,19.71428571,3.285714286,13.14285714,41.71857143,2.178571429,1.27264,0,8.726411,21.34529857,1.81,1.145714286,440.3456,1319.784286,0.657285714,23.96128571,3.055142857,3.828571429,97.10285714,0.340394286
Ga2MgSe4,MgGa2Se4,30,3.857142857,13.14285714,68.51285714,2.161428571,1.24,0,8.379199571,20.11793857,1.867142857,1.225714286,500.6827429,1457.15,0.436142857,25.483,4.688857143,5.925714286,106.4285714,0.350514286
Ga2MgTe4,MgGa2Te4,40.28571429,4.428571429,13.14285714,96.30714286,1.904285714,1.211885714,0,7.954748143,18.63793857,1.958571429,1.334285714,631.3741714,1630.292857,0.368142857,25.69271429,5.500857143,12.84,120.32,0.352285714
I2Mg,MgI2,39.33333333,4.333333333,12,92.70333333,2.21,2.0394,0,9.516251667,17.76595667,1.896666667,1.373333333,565.6166667,759.4166667,0.483666667,44.57633333,3.872666667,8.073333333,56.46666667,0.522993333
In2MgO4,MgIn2O4,20.28571429,3,13.14285714,45.41571429,2.661428571,0.920640857,0,10.52730786,27.60861,1.667142857,0.971428571,285.7271429,903.4574286,0.737285714,27.98014286,3.153428571,2.301142857,84.84908571,0.4561528
In2MgS4,MgIn2S4,24.85714286,3.571428571,13.14285714,54.59857143,2.17,1.27264,0,8.665570714,20.87534143,1.827142857,1.2,476.5842857,1262.07,0.617285714,24.16414286,3.456857143,3.162857143,88.61428571,0.457537143
In2MgSe4,MgIn2Se4,35.14285714,4.142857143,13.14285714,81.39285714,2.152857143,1.24,0,8.318359286,19.64798143,1.884285714,1.28,536.9214286,1399.435714,0.396142857,25.68585714,5.090571429,5.26,97.94,0.467657143
In2MgTe4,MgIn2Te4,45.42857143,4.714285714,13.14285714,109.1871429,1.895714286,1.211885714,0,7.893907857,18.16798143,1.975714286,1.388571429,667.6128571,1572.578571,0.328142857,25.89557143,5.902571429,12.17428571,111.8314286,0.469428571
La2MgO4,MgLa2O4,22.57142857,3.285714286,10.28571429,52.30142857,2.467142857,0.977783714,0,10.46746214,25.37681,1.81,1.12,503.8414286,1314.028857,0.726428571,28.08585714,2.820857143,3.141142857,134.3405143,0.261581371
La2MgS4,MgLa2S4,27.14285714,3.857142857,10.28571429,61.48428571,1.975714286,1.329782857,0,8.605725,18.64354143,1.97,1.348571429,694.6985714,1672.641429,0.606428571,24.26985714,3.124285714,4.002857143,138.1057143,0.262965714
La2MgSe4,MgLa2Se4,37.42857143,4.428571429,10.28571429,88.27857143,1.958571429,1.297142857,0,8.258513571,17.41618143,2.027142857,1.428571429,755.0357143,1810.007143,0.385285714,25.79157143,4.758,6.1,147.4314286,0.273085714
La2MgTe4,MgLa2Te4,47.71428571,5,10.28571429,116.0728571,1.701428571,1.269028571,0,7.834062143,15.93618143,2.118571429,1.537142857,885.7271429,1983.15,0.317285714,26.00128571,5.57,13.01428571,161.3228571,0.274857143
MgO,MgO,10,2.5,9,20.155,2.375,0.73056075,0,10.6321425,25.078185,1.625,1.02,488.755,726.669,0.9705,27.1235,1.5835,4.461,65.50545,0.7801337
MgS,MgS,14,3,9,28.19,1.945,1.03856,0,9.0031225,19.186575,1.765,1.22,655.755,1040.455,0.8655,23.7845,1.849,5.215,68.8,0.781345
MgO4Sc2,MgSc2O4,12.28571429,2.714285714,10.28571429,25.46142857,2.541428571,0.888640857,0,10.74877357,25.87417286,1.73,1.02,681.27,1134.600286,0.833,27.63157143,1.917714286,5.941142857,107.2633714,0.2681528
MgS4Sc2,MgSc2S4,16.85714286,3.285714286,10.28571429,34.64428571,2.05,1.24064,0,8.887036429,19.14090429,1.89,1.248571429,872.1271429,1493.212857,0.713,23.81557143,2.221142857,6.802857143,111.0285714,0.269537143
MgSc2Se4,MgSc2Se4,27.14285714,3.857142857,10.28571429,61.43857143,2.032857143,1.208,0,8.539825,17.91354429,1.947142857,1.328571429,932.4642857,1630.578571,0.491857143,25.33728571,3.854857143,8.9,120.3542857,0.279657143
MgSc2Te4,MgSc2Te4,37.42857143,4.428571429,10.28571429,89.23285714,1.775714286,1.179885714,0,8.115373571,16.43354429,2.038571429,1.437142857,1063.155714,1803.721429,0.423857143,25.547,4.666857143,15.81428571,134.2457143,0.281428571
MgSe,MgSe,23,3.5,9,51.635,1.93,1.01,0,8.6993125,18.112635,1.815,1.29,708.55,1160.65,0.672,25.116,3.2785,7.05,76.96,0.7902
MgTe,MgTe,32,4,9,75.955,1.705,0.9854,0,8.3279175,16.817635,1.895,1.385,822.905,1312.15,0.6125,25.2995,3.989,13.1,89.115,0.79175
MgO4Y2,MgY2O4,17.42857143,3,10.28571429,38.01857143,2.501428571,0.922640857,0,10.65043357,25.70966714,1.778571429,1.068571429,675.8414286,1280.028857,0.755857143,27.92014286,2.342571429,4.626857143,123.9776571,0.2721528
MgS4Y2,MgY2S4,22,3.571428571,10.28571429,47.20142857,2.01,1.27464,0,8.788696429,18.97639857,1.938571429,1.297142857,866.6985714,1638.641429,0.635857143,24.10414286,2.646,5.488571429,127.7428571,0.273537143
MgSe4Y2,MgY2Se4,32.28571429,4.142857143,10.28571429,73.99571429,1.992857143,1.242,0,8.441485,17.74903857,1.995714286,1.377142857,927.0357143,1776.007143,0.414714286,25.62585714,4.279714286,7.585714286,137.0685714,0.283657143
MgTe4Y2,MgY2Te4,42.57142857,4.714285714,10.28571429,101.79,1.735714286,1.213885714,0,8.017033571,16.26903857,2.087142857,1.485714286,1057.727143,1949.15,0.346714286,25.83557143,5.091714286,14.5,150.96,0.285428571
AsNa3,Na3As,16.5,3.25,4.5,35.9725,1.2425,0.6134475,0,6.301457,40.1121,2.165,1.5,550.7455,1089.355,1.00325,27.3325,2.15775,8.875,81.6075,1.183
NNa3,Na3N,10,2.75,4.5,20.745,1.4575,0.3934475,0,7.487832,42.865125,2.09,1.3775,293.9955,886.40625,1.181,28.4535,1.03875,2.04,74.2057,1.05756495
Na3P,Na3P,12,3,4.5,24.985,1.245,0.5975725,0,6.4759795,40.407175,2.1525,1.4725,357.533,1005.48,1.11325,27.1285,1.18175,2.11,76.6075,1.0580875
Na3Sb,Na3Sb,21,3.5,4.5,47.6925,1.21,0.6784475,0,6.0064045,39.6223,2.2175,1.55,504.1525,1332.105,0.97275,27.48,2.40025,6.875,90.5,1.11825
AsBaNa,NaBaAs,33.33333333,4.333333333,6,78.40333333,1.333333333,0.452643333,0,6.713113333,25.29314333,2.266666667,1.62,820.4146667,1387.796667,0.587,26.98,3.401666667,12.76666667,90.20333333,0.698666667
BaBr3Na,NaBaBr3,34.4,4.2,10.8,79.998,2.14,2.128586,0,9.158428,24.412646,2.1,1.434,433.7888,854.018,0.5708,56.674,2.7676,5.6,56.477,0.319532
BaCl3Na,NaBaCl3,23.6,3.6,10.8,53.328,2.26,2.279786,0,9.850726,25.746206,2.04,1.332,377.2088,798.314,0.5738,31.6294,2.824,4.04,53.762,0.3188534
BaF3Na,NaBaF3,18.8,3,10.8,43.458,2.752,2.148986,0,12.523828,32.440526,1.872,1.092,306.3068,705.872,0.7808,30.0424,1.9132,2.276,49.60388,0.3189674
BaI3Na,NaBaI3,45.2,4.8,10.8,108.198,1.96,1.945046,0,8.340904,22.936826,2.178,1.548,506.3288,929.378,0.4148,43.918,3.8596,6.776,60.182,0.321494
BaNNa,NaBaN,24.66666667,3.666666667,6,58.1,1.62,0.15931,0,8.294946667,28.96384333,2.166666667,1.456666667,478.0813333,1117.198333,0.824,28.47466667,1.909666667,3.653333333,80.33426667,0.531419933
BaNaP,NaBaP,27.33333333,4,6,63.75333333,1.336666667,0.431476667,0,6.94581,25.68657667,2.25,1.583333333,562.798,1275.963333,0.733666667,26.708,2.100333333,3.746666667,83.53666667,0.532116667
BaNaSb,NaBaSb,39.33333333,4.666666667,6,94.03,1.29,0.53931,0,6.31971,24.64007667,2.336666667,1.686666667,758.2906667,1711.463333,0.546333333,27.17666667,3.725,10.1,102.06,0.612333333
AsBeNa,NaBeAs,16,3,6,35.64066667,1.56,0.452643333,0,8.083458667,28.02891333,1.883333333,1.263333333,1007.081333,1595.463333,1.127333333,23.10433333,2.847666667,12.75,142.47,1.307333333
BeBr3Na,NaBeBr3,24,3.4,10.8,54.3404,2.276,2.128586,0,9.9806352,26.054108,1.87,1.22,545.7888,978.618,0.895,54.3486,2.4352,5.59,87.837,0.684732
BeCl3Na,NaBeCl3,13.2,2.8,10.8,27.6704,2.396,2.279786,0,10.6729332,27.387668,1.81,1.118,489.2088,922.914,0.898,29.304,2.4916,4.03,85.122,0.6840534
BeF3Na,NaBeF3,8.4,2.2,10.8,17.8004,2.888,2.148986,0,13.3460352,34.081988,1.642,0.878,418.3068,830.472,1.105,27.717,1.5808,2.266,80.96388,0.6841674
BeI3Na,NaBeI3,34.8,4,10.8,82.5404,2.096,1.945046,0,9.1631112,24.578288,1.948,1.334,618.3288,1053.978,0.739,41.5926,3.5272,6.766,91.542,0.686694
BeNNa,NaBeN,7.333333333,2.333333333,6,15.33733333,1.846666667,0.15931,0,9.665292,31.69961333,1.783333333,1.1,664.748,1324.865,1.364333333,24.599,1.355666667,3.636666667,132.6009333,1.1400866
BeNaP,NaBeP,10,2.666666667,6,20.99066667,1.563333333,0.431476667,0,8.316155333,28.42234667,1.866666667,1.226666667,749.4646667,1483.63,1.274,22.83233333,1.546333333,3.73,135.8033333,1.140783333
BeNaSb,NaBeSb,22,3.333333333,6,51.26733333,1.516666667,0.53931,0,7.690055333,27.37584667,1.953333333,1.33,944.9573333,1919.13,1.086666667,23.301,3.171,10.08333333,154.3266667,1.221
BrNa,NaBr,23,3.5,9,51.445,1.945,1.956465,0,8.476438,34.4387,2.06,1.385,318.447,744.02,0.851,51.96,2.044,4.2,56.3675,0.70561
AsCaNa,NaCaAs,21.33333333,3.666666667,6,45.99666667,1.37,0.452643333,0,7.013612,25.91577333,2.143333333,1.513333333,858.748,1267.463333,0.734666667,26.26633333,2.748333333,12.94666667,95.02666667,1.307333333
Br3CaNa,NaCaBr3,27.2,3.8,10.8,60.554,2.162,2.128586,0,9.3387272,24.786224,2.026,1.37,456.7888,781.818,0.6594,56.2458,2.3756,5.708,59.371,0.684732
CaCl3Na,NaCaCl3,16.4,3.2,10.8,33.884,2.282,2.279786,0,10.0310252,26.119784,1.966,1.268,400.2088,726.114,0.6624,31.2012,2.432,4.148,56.656,0.6840534
CaF3Na,NaCaF3,11.6,2.6,10.8,24.014,2.774,2.148986,0,12.7041272,32.814104,1.798,1.028,329.3068,633.672,0.8694,29.6142,1.5212,2.384,52.49788,0.6841674
CaI3Na,NaCaI3,38,4.4,10.8,88.754,1.982,1.945046,0,8.5212032,23.310404,2.104,1.484,529.3288,857.178,0.5034,43.4898,3.4676,6.884,63.076,0.686694
CaNNa,NaCaN,12.66666667,3,6,25.69333333,1.656666667,0.15931,0,8.595445333,29.58647333,2.043333333,1.35,516.4146667,996.865,0.971666667,27.761,1.256333333,3.833333333,85.1576,1.1400866
CaNaP,NaCaP,15.33333333,3.333333333,6,31.34666667,1.373333333,0.431476667,0,7.246308667,26.30920667,2.126666667,1.476666667,601.1313333,1155.63,0.881333333,25.99433333,1.447,3.926666667,88.36,1.140783333
CaNaSb,NaCaSb,27.33333333,4,6,61.62333333,1.326666667,0.53931,0,6.620208667,25.26270667,2.213333333,1.58,796.624,1591.13,0.694,26.463,3.071666667,10.28,106.8833333,1.221
AsCdNa,NaCdAs,30.66666667,4,9.333333333,70.10333333,1.6,0.452643333,0,7.973832,27.59463667,2.1,1.4,685.1043333,1028.463333,0.596,26.29666667,5.115,12.2,76.76,0.96
Br3CdNa,NaCdBr3,32.8,4,12.8,75.018,2.3,2.128586,0,9.9148592,25.793542,2,1.302,352.6026,638.418,0.5762,56.264,3.7956,5.26,48.411,0.476332
CdCl3Na,NaCdCl3,22,3.4,12.8,48.348,2.42,2.279786,0,10.6071572,27.127102,1.94,1.2,296.0226,582.714,0.5792,31.2194,3.852,3.7,45.696,0.4756534
CdF3Na,NaCdF3,17.2,2.8,12.8,38.478,2.912,2.148986,0,13.2802592,33.821422,1.772,0.96,225.1206,490.272,0.7862,29.6324,2.9412,1.936,41.53788,0.4757674
CdI3Na,NaCdI3,43.6,4.6,12.8,103.218,2.12,1.945046,0,9.0973352,24.317722,2.078,1.416,425.1426,713.778,0.4202,43.508,4.8876,6.436,52.116,0.478294
CdNNa,NaCdN,22,3.333333333,9.333333333,49.8,1.886666667,0.15931,0,9.555665333,31.26533667,2,1.236666667,342.771,757.865,0.833,27.79133333,3.623,3.086666667,66.89093333,0.792753267
CdNaP,NaCdP,24.66666667,3.666666667,9.333333333,55.45333333,1.603333333,0.431476667,0,8.206528667,27.98807,2.083333333,1.363333333,427.4876667,916.63,0.742666667,26.02466667,3.813666667,3.18,70.09333333,0.79345
CdNaSb,NaCdSb,36.66666667,4.333333333,9.333333333,85.73,1.556666667,0.53931,0,7.580428667,26.94157,2.17,1.466666667,622.9803333,1352.13,0.555333333,26.49333333,5.438333333,9.533333333,88.61666667,0.873666667
ClNa,NaCl,14,3,9,29.22,2.045,2.082465,0,9.053353,35.55,2.01,1.3,271.297,697.6,0.8535,31.0895,2.091,2.9,54.105,0.7050445
Fna,NaF,10,2.5,9,20.995,2.455,1.973465,0,11.280938,41.1286,1.87,1.1,212.212,620.565,1.026,29.767,1.332,1.43,50.6399,0.7051395
AsHgNa,NaHgAs,41.33333333,4.333333333,9.333333333,99.50333333,1.67,0.452643333,0,8.455058667,28.2108,2.116666667,1.373333333,565.1383333,891.6696667,0.565666667,26.951,6.743,10.86333333,63.23666667,0.665133333
Br3HgNa,NaHgBr3,39.2,4.2,12.8,92.658,2.342,2.128586,0,10.2035952,26.16324,2.01,1.286,280.623,556.3418,0.558,56.6566,4.7724,4.458,40.297,0.299412
Cl3HgNa,NaHgCl3,28.4,3.6,12.8,65.988,2.462,2.279786,0,10.8958932,27.4968,1.95,1.184,224.043,500.6378,0.561,31.612,4.8288,2.898,37.582,0.2987334
F3HgNa,NaHgF3,23.6,3,12.8,56.118,2.954,2.148986,0,13.5689952,34.19112,1.782,0.944,153.141,408.1958,0.768,30.025,3.918,1.134,33.42388,0.2988474
I3HgNa,NaHgI3,50,4.8,12.8,120.858,2.162,1.945046,0,9.3860712,24.68742,2.088,1.4,353.163,631.7018,0.402,43.9006,5.8644,5.634,44.002,0.301374
HgNNa,NaHgN,32.66666667,3.666666667,9.333333333,79.2,1.956666667,0.15931,0,10.036892,31.8815,2.016666667,1.21,222.805,621.0713333,0.802666667,28.44566667,5.251,1.75,53.3676,0.4978866
HgNaP,NaHgP,35.33333333,4,9.333333333,84.85333333,1.673333333,0.431476667,0,8.687755333,28.60423333,2.1,1.336666667,307.5216667,779.8363333,0.712333333,26.679,5.441666667,1.843333333,56.57,0.498583333
HgNaSb,NaHgSb,47.33333333,4.666666667,9.333333333,115.13,1.626666667,0.53931,0,8.061655333,27.55773333,2.186666667,1.44,503.0143333,1215.336333,0.525,27.14766667,7.066333333,8.196666667,75.09333333,0.5788
Ina,NaI,32,4,9,74.945,1.795,1.803515,0,7.795168,33.20885,2.125,1.48,378.897,806.82,0.721,41.33,2.954,5.18,59.455,0.707245
AsMgNa,NaMgAs,18.66666667,3.333333333,6,40.74,1.473333333,0.452643333,0,7.524637,26.97029,1.95,1.4,794.748,1136.13,0.86,25.913,2.811,13,86.00333333,1.157333333
Br3MgNa,NaMgBr3,25.6,3.6,10.8,57.4,2.224,2.128586,0,9.6453422,25.418934,1.91,1.302,418.3888,703.018,0.7346,56.0338,2.4132,5.74,53.957,0.594732
Cl3MgNa,NaMgCl3,14.8,3,10.8,30.73,2.344,2.279786,0,10.3376402,26.752494,1.85,1.2,361.8088,647.314,0.7376,30.9892,2.4696,4.18,51.242,0.5940534
F3MgNa,NaMgF3,10,2.4,10.8,20.86,2.836,2.148986,0,13.0107422,33.446814,1.682,0.96,290.9068,554.872,0.9446,29.4022,1.5588,2.416,47.08388,0.5941674
I3MgNa,NaMgI3,36.4,4.2,10.8,85.6,2.044,1.945046,0,8.8278182,23.943114,1.988,1.416,490.9288,778.378,0.5786,43.2778,3.5052,6.916,57.662,0.596694
MgNNa,NaMgN,10,2.666666667,6,20.43666667,1.76,0.15931,0,9.106470333,30.64099,1.85,1.236666667,452.4146667,865.5316667,1.097,27.40766667,1.319,3.886666667,76.13426667,0.9900866
MgNaP,NaMgP,12.66666667,3,6,26.09,1.476666667,0.431476667,0,7.757333667,27.36372333,1.933333333,1.363333333,537.1313333,1024.296667,1.006666667,25.641,1.509666667,3.98,79.33666667,0.990783333
MgNaSb,NaMgSb,24.66666667,3.666666667,6,56.36666667,1.43,0.53931,0,7.131233667,26.31722333,2.02,1.466666667,732.624,1459.796667,0.819333333,26.10966667,3.134333333,10.33333333,97.86,1.071
AsNaSr,NaSrAs,27.33333333,4,6,61.84333333,1.353333333,0.452643333,0,6.874175333,25.63523333,2.203333333,1.566666667,837.0813333,1231.796667,0.621,26.55333333,3.108333333,12.76666667,89.10333333,0.755
Br3NaSr,NaSrBr3,30.8,4,10.8,70.062,2.152,2.128586,0,9.2550652,24.6179,2.062,1.402,443.7888,760.418,0.5912,56.418,2.5916,5.6,55.817,0.353332
Cl3NaSr,NaSrCl3,20,3.4,10.8,43.392,2.272,2.279786,0,9.9473632,25.95146,2.002,1.3,387.2088,704.714,0.5942,31.3734,2.648,4.04,53.102,0.3526534
F3NaSr,NaSrF3,15.2,2.8,10.8,33.522,2.764,2.148986,0,12.6204652,32.64578,1.834,1.06,316.3068,612.272,0.8012,29.7864,1.7372,2.276,48.94388,0.3527674
I3NaSr,NaSrI3,41.6,4.6,10.8,98.262,1.972,1.945046,0,8.4375412,23.14208,2.14,1.516,516.3288,835.778,0.4352,43.662,3.6836,6.776,59.522,0.355294
NNaSr,NaSrN,18.66666667,3.333333333,6,41.54,1.64,0.15931,0,8.456008667,29.30593333,2.103333333,1.403333333,494.748,961.1983333,0.858,28.048,1.616333333,3.653333333,79.23426667,0.587753267
NaPSr,NaSrP,21.33333333,3.666666667,6,47.19333333,1.356666667,0.431476667,0,7.106872,26.02866667,2.186666667,1.53,579.4646667,1119.963333,0.767666667,26.28133333,1.807,3.746666667,82.43666667,0.58845
NaSbSr,NaSrSb,33.33333333,4.333333333,6,77.47,1.31,0.53931,0,6.480772,24.98216667,2.273333333,1.633333333,774.9573333,1555.463333,0.580333333,26.75,3.431666667,10.1,100.96,0.668666667
AsNaZn,NaZnAs,24.66666667,3.666666667,9.333333333,54.43333333,1.586666667,0.452643333,0,8.107291667,27.94666333,2.043333333,1.333333333,717.9236667,1075.13,0.648333333,26.08666667,4.611666667,12.55,81.90333333,1.024
Br3NaZn,NaZnBr3,29.2,3.8,12.8,65.616,2.292,2.128586,0,9.994935,26.004758,1.966,1.262,372.2942,666.418,0.6076,56.138,3.4936,5.47,51.497,0.514732
Cl3NaZn,NaZnCl3,18.4,3.2,12.8,38.946,2.412,2.279786,0,10.687233,27.338318,1.906,1.16,315.7142,610.714,0.6106,31.0934,3.55,3.91,48.782,0.5140534
F3NaZn,NaZnF3,13.6,2.6,12.8,29.076,2.904,2.148986,0,13.360335,34.032638,1.738,0.92,244.8122,518.272,0.8176,29.5064,2.6392,2.146,44.62388,0.5141674
I3NaZn,NaZnI3,40,4.4,12.8,93.816,2.112,1.945046,0,9.177411,24.528938,2.044,1.376,444.8342,741.778,0.4516,43.382,4.5856,6.646,55.202,0.516694
NNaZn,NaZnN,16,3,9.333333333,34.13,1.873333333,0.15931,0,9.689125,31.61736333,1.943333333,1.17,375.5903333,804.5316667,0.885333333,27.58133333,3.119666667,3.436666667,72.03426667,0.856753267
NaPZn,NaZnP,18.66666667,3.333333333,9.333333333,39.78333333,1.59,0.431476667,0,8.339988333,28.34009667,2.026666667,1.296666667,460.307,963.2966667,0.795,25.81466667,3.310333333,3.53,75.23666667,0.85745
NaSbZn,NaZnSb,30.66666667,4,9.333333333,70.06,1.543333333,0.53931,0,7.713888333,27.29359667,2.113333333,1.4,655.7996667,1398.796667,0.607666667,26.28333333,4.935,9.883333333,93.76,0.937666667
AsRb3,Rb3As,36,4.75,4.5,82.8325,1.16,0.56694,0,5.579996,25.114425,2.735,1.9125,506.875,943.15,0.3545,29.455,2.58075,8.5675,60,0.562
NRb3,Rb3N,29.5,4.25,4.5,67.605,1.375,0.34694,0,6.766371,27.86745,2.66,1.79,250.125,740.20125,0.53225,30.576,1.46175,1.7325,52.5982,0.43656495
PRb3,Rb3P,31.5,4.5,4.5,71.845,1.1625,0.551065,0,5.7545185,25.4095,2.7225,1.885,313.6625,859.275,0.4645,29.251,1.60475,1.8025,55,0.4370875
Rb3Sb,Rb3Sb,40.5,5,4.5,94.5525,1.1275,0.63194,0,5.2849435,24.624625,2.7875,1.9625,460.282,1185.9,0.324,29.6025,2.82325,6.5675,68.8925,0.49725
AsBaRb,RbBaAs,42,5,6,99.23,1.296666667,0.431973333,0,6.392464,18.62751,2.52,1.803333333,800.9166667,1322.816667,0.298666667,27.92333333,3.589666667,12.63,80.6,0.422666667
BaBr3Rb,RbBaBr3,39.6,4.6,10.8,92.494,2.118,2.116184,0,8.9660384,20.413266,2.252,1.544,422.09,815.03,0.3978,57.24,2.8804,5.518,50.715,0.153932
BaCl3Rb,RbBaCl3,28.8,4,10.8,65.824,2.238,2.267384,0,9.6583364,21.746826,2.192,1.442,365.51,759.326,0.4008,32.1954,2.9368,3.958,48,0.1532534
BaF3Rb,RbBaF3,24,3.4,10.8,55.954,2.73,2.136584,0,12.3314384,28.441146,2.024,1.202,294.608,666.884,0.6078,30.6084,2.026,2.194,43.84188,0.1533674
BaI3Rb,RbBaI3,50.4,5.2,10.8,120.694,1.938,1.932644,0,8.1485144,18.937446,2.33,1.658,494.63,890.39,0.2418,44.484,3.9724,6.694,54.42,0.155894
BaNRb,RbBaN,33.33333333,4.333333333,6,78.92666667,1.583333333,0.13864,0,7.974297333,22.29821,2.42,1.64,458.5833333,1052.218333,0.535666667,29.418,2.097666667,3.516666667,70.73093333,0.255419933
BaPRb,RbBaP,36,4.666666667,6,84.58,1.3,0.410806667,0,6.625160667,19.02094333,2.503333333,1.766666667,543.3,1210.983333,0.445333333,27.65133333,2.288333333,3.61,73.93333333,0.256116667
BaRbSb,RbBaSb,48,5.333333333,6,114.8566667,1.253333333,0.51864,0,5.999060667,17.97444333,2.59,1.87,738.7926667,1646.483333,0.258,28.12,3.913,9.963333333,92.45666667,0.336333333
AsBeRb,RbBeAs,24.66666667,3.666666667,6,56.46733333,1.523333333,0.431973333,0,7.762809333,21.36328,2.136666667,1.446666667,987.5833333,1530.483333,0.839,24.04766667,3.035666667,12.61333333,132.8666667,1.031333333
BeBr3Rb,RbBeBr3,29.2,3.8,10.8,66.8364,2.254,2.116184,0,9.7882456,22.054728,2.022,1.33,534.09,939.63,0.722,54.9146,2.548,5.508,82.075,0.519132
BeCl3Rb,RbBeCl3,18.4,3.2,10.8,40.1664,2.374,2.267384,0,10.4805436,23.388288,1.962,1.228,477.51,883.926,0.725,29.87,2.6044,3.948,79.36,0.5184534
BeF3Rb,RbBeF3,13.6,2.6,10.8,30.2964,2.866,2.136584,0,13.1536456,30.082608,1.794,0.988,406.608,791.484,0.932,28.283,1.6936,2.184,75.20188,0.5185674
BeI3Rb,RbBeI3,40,4.4,10.8,95.0364,2.074,1.932644,0,8.9707216,20.578908,2.1,1.444,606.63,1014.99,0.566,42.1586,3.64,6.684,85.78,0.521094
BeNRb,RbBeN,16,3,6,36.164,1.81,0.13864,0,9.344642667,25.03398,2.036666667,1.283333333,645.25,1259.885,1.076,25.54233333,1.543666667,3.5,122.9976,0.8640866
BePRb,RbBeP,18.66666667,3.333333333,6,41.81733333,1.526666667,0.410806667,0,7.995506,21.75671333,2.12,1.41,729.9666667,1418.65,0.985666667,23.77566667,1.734333333,3.593333333,126.2,0.864783333
BeRbSb,RbBeSb,30.66666667,4,6,72.094,1.48,0.51864,0,7.369406,20.71021333,2.206666667,1.513333333,925.4593333,1854.15,0.798333333,24.24433333,3.359,9.946666667,144.7233333,0.945
BrRb,RbBr,36,4.5,9,82.685,1.89,1.92546,0,7.995464,24.44025,2.44,1.66,289.2,646.55,0.4185,53.375,2.326,3.995,41.9625,0.29161
AsCaRb,RbCaAs,30,4.333333333,6,66.82333333,1.333333333,0.431973333,0,6.692962667,19.25014,2.396666667,1.696666667,839.25,1202.483333,0.446333333,27.20966667,2.936333333,12.81,85.42333333,1.031333333
Br3CaRb,RbCaBr3,32.4,4.2,10.8,73.05,2.14,2.116184,0,9.1463376,20.786844,2.178,1.48,445.09,742.83,0.4864,56.8118,2.4884,5.626,53.609,0.519132
CaCl3Rb,RbCaCl3,21.6,3.6,10.8,46.38,2.26,2.267384,0,9.8386356,22.120404,2.118,1.378,388.51,687.126,0.4894,31.7672,2.5448,4.066,50.894,0.5184534
CaF3Rb,RbCaF3,16.8,3,10.8,36.51,2.752,2.136584,0,12.5117376,28.814724,1.95,1.138,317.608,594.684,0.6964,30.1802,1.634,2.302,46.73588,0.5185674
CaI3Rb,RbCaI3,43.2,4.8,10.8,101.25,1.96,1.932644,0,8.3288136,19.311024,2.256,1.594,517.63,818.19,0.3304,44.0558,3.5804,6.802,57.314,0.521094
CaNRb,RbCaN,21.33333333,3.666666667,6,46.52,1.62,0.13864,0,8.274796,22.92084,2.296666667,1.533333333,496.9166667,931.885,0.683333333,28.70433333,1.444333333,3.696666667,75.55426667,0.8640866
CaPRb,RbCaP,24,4,6,52.17333333,1.336666667,0.410806667,0,6.925659333,19.64357333,2.38,1.66,581.6333333,1090.65,0.593,26.93766667,1.635,3.79,78.75666667,0.864783333
CaRbSb,RbCaSb,36,4.666666667,6,82.45,1.29,0.51864,0,6.299559333,18.59707333,2.466666667,1.763333333,777.126,1526.15,0.405666667,27.40633333,3.259666667,10.14333333,97.28,0.945
AsCdRb,RbCdAs,39.33333333,4.666666667,9.333333333,90.93,1.563333333,0.431973333,0,7.653182667,20.92900333,2.353333333,1.583333333,665.6063333,963.4833333,0.307666667,27.24,5.303,12.06333333,67.15666667,0.684
Br3CdRb,RbCdBr3,38,4.4,12.8,87.514,2.278,2.116184,0,9.7224696,21.794162,2.152,1.412,340.9038,599.43,0.4032,56.83,3.9084,5.178,42.649,0.310732
CdCl3Rb,RbCdCl3,27.2,3.8,12.8,60.844,2.398,2.267384,0,10.4147676,23.127722,2.092,1.31,284.3238,543.726,0.4062,31.7854,3.9648,3.618,39.934,0.3100534
CdF3Rb,RbCdF3,22.4,3.2,12.8,50.974,2.89,2.136584,0,13.0878696,29.822042,1.924,1.07,213.4218,451.284,0.6132,30.1984,3.054,1.854,35.77588,0.3101674
CdI3Rb,RbCdI3,48.8,5,12.8,115.714,2.098,1.932644,0,8.9049456,20.318342,2.23,1.526,413.4438,674.79,0.2472,44.074,5.0004,6.354,46.354,0.312694
CdNRb,RbCdN,30.66666667,4,9.333333333,70.62666667,1.85,0.13864,0,9.235016,24.59970333,2.253333333,1.42,323.273,692.885,0.544666667,28.73466667,3.811,2.95,57.2876,0.516753267
CdPRb,RbCdP,33.33333333,4.333333333,9.333333333,76.28,1.566666667,0.410806667,0,7.885879333,21.32243667,2.336666667,1.546666667,407.9896667,851.65,0.454333333,26.968,4.001666667,3.043333333,60.49,0.51745
