Compound,type,st,a1,a2,a3,n1,n2,n3,Ecoh,BM,bandgap,formula
AX_ZnOst_Mg_S_None,AX,ZnOst,Mg,S,None,2,2,0,4.26854,56.25,3.4073,MgS
AX_ZnOst_Mg_Se_None,AX,ZnOst,Mg,Se,None,2,2,0,3.77997,42.6,2.5682,MgSe
AX_ZnOst_Mg_Te_None,AX,ZnOst,Mg,Te,None,2,2,0,3.22388,40.85,2.377,MgTe
AX_ZnOst_Ca_O_None,AX,ZnOst,Ca,O,None,2,2,0,6.37423,86,3.1166,CaO
AX_ZnOst_Ca_S_None,AX,ZnOst,Ca,S,None,2,2,0,5.10263,45.9,3.0886,CaS
AX_ZnOst_Ca_Se_None,AX,ZnOst,Ca,Se,None,2,2,0,4.65611,37,2.5522,CaSe
AX_ZnOst_Ca_Te_None,AX,ZnOst,Ca,Te,None,2,2,0,4.10747,35.4,2.4137,CaTe
AX_ZnOst_Sr_O_None,AX,ZnOst,Sr,O,None,2,2,0,6.00136,69.25,2.5786,SrO
AX_ZnOst_Sr_S_None,AX,ZnOst,Sr,S,None,2,2,0,4.93798,38.5,2.7854,SrS
AX_ZnOst_Sr_Se_None,AX,ZnOst,Sr,Se,None,2,2,0,4.53273,31.55,2.3465,SrSe
AX_ZnOst_Sr_Te_None,AX,ZnOst,Sr,Te,None,2,2,0,4.03498,28.25,2.2654,SrTe
AX_ZnOst_Ba_O_None,AX,ZnOst,Ba,O,None,2,2,0,5.90365,57.05,2.2941,BaO
AX_ZnOst_Ba_S_None,AX,ZnOst,Ba,S,None,2,2,0,5.00658,33.75,2.7498,BaS
AX_ZnOst_Ba_Se_None,AX,ZnOst,Ba,Se,None,2,2,0,4.64553,26.9,2.4005,BaSe
AX_ZnOst_Ba_Te_None,AX,ZnOst,Ba,Te,None,2,2,0,4.20356,29.3,2.3072,BaTe
AX_ZnOst_Zn_O_None,AX,ZnOst,Zn,O,None,2,2,0,4.55008,113.75,0.7321,ZnO
AX_ZnOst_Zn_S_None,AX,ZnOst,Zn,S,None,2,2,0,3.50594,71.9,2.0799,ZnS
AX_ZnOst_Zn_Se_None,AX,ZnOst,Zn,Se,None,2,2,0,3.08749,53.3,1.2036,ZnSe
AX_ZnOst_Zn_Te_None,AX,ZnOst,Zn,Te,None,2,2,0,2.66974,46.7,1.0681,ZnTe
AX_ZnOst_Cd_O_None,AX,ZnOst,Cd,O,None,2,2,0,3.94842,90.85,0,CdO
AX_ZnOst_Cd_S_None,AX,ZnOst,Cd,S,None,2,2,0,3.16127,52.2,1.1117,CdS
AX_ZnOst_Cd_Se_None,AX,ZnOst,Cd,Se,None,2,2,0,2.82822,45.25,0.5548,CdSe
AX_ZnOst_Cd_Te_None,AX,ZnOst,Cd,Te,None,2,2,0,2.48677,42.2,0.6319,CdTe
AX_ZnOst_Hg_O_None,AX,ZnOst,Hg,O,None,2,2,0,2.82148,80.15,0,HgO
AX_ZnOst_Hg_S_None,AX,ZnOst,Hg,S,None,2,2,0,2.3455,47.45,0,HgS
AX_ZnOst_Hg_Se_None,AX,ZnOst,Hg,Se,None,2,2,0,2.10102,44.9,0,HgSe
AX_ZnOst_Hg_Te_None,AX,ZnOst,Hg,Te,None,2,2,0,1.88287,23.1,0,HgTe
AX_ZnOst_Al_N_None,AX,ZnOst,Al,N,None,2,2,0,7.44437,189.75,4.0466,AlN
AX_ZnOst_Al_P_None,AX,ZnOst,Al,P,None,2,2,0,5.18474,83.3,2.3527,AlP
AX_ZnOst_Al_As_None,AX,ZnOst,Al,As,None,2,2,0,4.68054,66.95,1.6808,AlAs
AX_ZnOst_Al_Sb_None,AX,ZnOst,Al,Sb,None,2,2,0,4.09265,61.25,0.9197,AlSb
AX_ZnOst_Ga_N_None,AX,ZnOst,Ga,N,None,2,2,0,6.08568,185.65,1.637,GaN
AX_ZnOst_Ga_P_None,AX,ZnOst,Ga,P,None,2,2,0,4.54537,80,1.283,GaP
AX_ZnOst_Ga_As_None,AX,ZnOst,Ga,As,None,2,2,0,4.125,56.3,0.1812,GaAs
AX_ZnOst_Ga_Sb_None,AX,ZnOst,Ga,Sb,None,2,2,0,3.67053,61.2,0,GaSb
AX_ZnOst_In_N_None,AX,ZnOst,In,N,None,2,2,0,5.32295,117.2,0.007,InN
AX_ZnOst_In_P_None,AX,ZnOst,In,P,None,2,2,0,4.16954,57.05,0.4384,InP
AX_ZnOst_In_As_None,AX,ZnOst,In,As,None,2,2,0,3.8345,49.9,0,InAs
AX_ZnOst_In_Sb_None,AX,ZnOst,In,Sb,None,2,2,0,3.45086,30.7,0,InSb
AX_ZnOst_Sc_N_None,AX,ZnOst,Sc,N,None,2,2,0,9.14538,161.45,2.2663,ScN
AX_ZnOst_Sc_P_None,AX,ZnOst,Sc,P,None,2,2,0,7.14154,74.5,0.096,ScP
AX_ZnOst_Sc_As_None,AX,ZnOst,Sc,As,None,2,2,0,6.65853,67.15,0,ScAs
AX_ZnOst_Sc_Sb_None,AX,ZnOst,Sc,Sb,None,2,2,0,5.95376,35.1,0,ScSb
AX_ZnOst_Y_N_None,AX,ZnOst,Y,N,None,2,2,0,9.00087,130.55,1.8463,YN
AX_ZnOst_Y_P_None,AX,ZnOst,Y,P,None,2,2,0,7.32742,64.65,0.8064,YP
AX_ZnOst_Y_As_None,AX,ZnOst,Y,As,None,2,2,0,6.87955,56.4,0.6274,YAs
AX_ZnOst_Y_Sb_None,AX,ZnOst,Y,Sb,None,2,2,0,6.21982,44.55,0.1586,YSb
AX_ZnOst_La_N_None,AX,ZnOst,La,N,None,2,2,0,7.95655,93.95,1.6132,LaN
AX_ZnOst_La_P_None,AX,ZnOst,La,P,None,2,2,0,6.52794,56.75,1.2845,LaP
AX_ZnOst_La_As_None,AX,ZnOst,La,As,None,2,2,0,6.13657,49.65,1.1295,LaAs
AX_ZnOst_La_Sb_None,AX,ZnOst,La,Sb,None,2,2,0,5.55422,42.15,0.709,LaSb
AX_NiAsst_Li_F_None,AX,NiAsst,Li,F,None,2,2,0,4.81034,67.25,8.7118,LiF
AX_NiAsst_Li_Cl_None,AX,NiAsst,Li,Cl,None,2,2,0,3.67211,31.65,6.2066,LiCl
AX_NiAsst_Li_Br_None,AX,NiAsst,Li,Br,None,2,2,0,3.3065,21.55,4.8922,LiBr
AX_NiAsst_Li_I_None,AX,NiAsst,Li,I,None,2,2,0,2.91209,23.25,4.234,LiI
AX_NiAsst_Na_F_None,AX,NiAsst,Na,F,None,2,2,0,4.33173,52.45,6.2171,NaF
AX_NiAsst_Na_Cl_None,AX,NiAsst,Na,Cl,None,2,2,0,3.38258,24.2,4.9669,NaCl
AX_NiAsst_Na_Br_None,AX,NiAsst,Na,Br,None,2,2,0,3.05233,16.45,4.0112,NaBr
AX_NiAsst_Na_I_None,AX,NiAsst,Na,I,None,2,2,0,2.69195,18.85,3.5027,NaI
AX_NiAsst_K_F_None,AX,NiAsst,K,F,None,2,2,0,4.1755,29.3,5.8836,KF
AX_NiAsst_K_Cl_None,AX,NiAsst,K,Cl,None,2,2,0,3.40281,16.95,4.9749,KCl
AX_NiAsst_K_Br_None,AX,NiAsst,K,Br,None,2,2,0,3.11139,16.8,4.258,KBr
AX_NiAsst_K_I_None,AX,NiAsst,K,I,None,2,2,0,2.78994,14.95,3.7745,KI
AX_NiAsst_Rb_F_None,AX,NiAsst,Rb,F,None,2,2,0,4.04884,22.65,5.5082,RbF
AX_NiAsst_Rb_Cl_None,AX,NiAsst,Rb,Cl,None,2,2,0,3.32461,14.4,4.779,RbCl
AX_NiAsst_Rb_Br_None,AX,NiAsst,Rb,Br,None,2,2,0,3.04603,11.5,4.1301,RbBr
AX_NiAsst_Rb_I_None,AX,NiAsst,Rb,I,None,2,2,0,2.73897,12.05,3.7069,RbI
AX_NiAsst_Cs_F_None,AX,NiAsst,Cs,F,None,2,2,0,3.9727,22.5,5.4313,CsF
AX_NiAsst_Cs_Cl_None,AX,NiAsst,Cs,Cl,None,2,2,0,3.29336,12.7,4.8017,CsCl
AX_NiAsst_Cs_Br_None,AX,NiAsst,Cs,Br,None,2,2,0,3.02751,9.4,4.226,CsBr
AX_NiAsst_Cs_I_None,AX,NiAsst,Cs,I,None,2,2,0,2.73531,9.25,3.8164,CsI
AX_NiAsst_Be_O_None,AX,NiAsst,Be,O,None,2,2,0,6.57424,234.9,8.0826,BeO
AX_NiAsst_Be_S_None,AX,NiAsst,Be,S,None,2,2,0,4.48611,106.85,3.4161,BeS
AX_NiAsst_Be_Se_None,AX,NiAsst,Be,Se,None,2,2,0,3.91788,82.75,2.3409,BeSe
AX_NiAsst_Be_Te_None,AX,NiAsst,Be,Te,None,2,2,0,3.31614,107.6,1.4581,BeTe
AX_NiAsst_Mg_O_None,AX,NiAsst,Mg,O,None,2,2,0,5.83294,136.9,4.216,MgO
AX_NiAsst_Mg_S_None,AX,NiAsst,Mg,S,None,2,2,0,4.24468,69,3.4477,MgS
AX_NiAsst_Mg_Se_None,AX,NiAsst,Mg,Se,None,2,2,0,3.75022,62,2.2676,MgSe
AX_NiAsst_Mg_Te_None,AX,NiAsst,Mg,Te,None,2,2,0,3.17133,51.55,1.7333,MgTe
AX_NiAsst_Ca_O_None,AX,NiAsst,Ca,O,None,2,2,0,6.27828,102.85,3.7616,CaO
AX_NiAsst_Ca_S_None,AX,NiAsst,Ca,S,None,2,2,0,5.12994,58.3,2.7836,CaS
AX_NiAsst_Ca_Se_None,AX,NiAsst,Ca,Se,None,2,2,0,4.70432,52.05,2.4408,CaSe
AX_NiAsst_Ca_Te_None,AX,NiAsst,Ca,Te,None,2,2,0,4.18996,46.6,1.9228,CaTe
AX_NiAsst_Sr_O_None,AX,NiAsst,Sr,O,None,2,2,0,5.90016,80.8,3.3031,SrO
AX_NiAsst_Sr_S_None,AX,NiAsst,Sr,S,None,2,2,0,4.95411,50,2.8332,SrS
AX_NiAsst_Sr_Se_None,AX,NiAsst,Sr,Se,None,2,2,0,4.56837,39.55,2.4792,SrSe
AX_NiAsst_Sr_Te_None,AX,NiAsst,Sr,Te,None,2,2,0,4.10248,33.9,2.0876,SrTe
AX_NiAsst_Ba_O_None,AX,NiAsst,Ba,O,None,2,2,0,5.78045,72.35,2.5201,BaO
AX_NiAsst_Ba_S_None,AX,NiAsst,Ba,S,None,2,2,0,5.00283,39.05,2.3181,BaS
AX_NiAsst_Ba_Se_None,AX,NiAsst,Ba,Se,None,2,2,0,4.66107,30.2,2.0812,BaSe
AX_NiAsst_Ba_Te_None,AX,NiAsst,Ba,Te,None,2,2,0,4.25094,35.75,1.714,BaTe
AX_NiAsst_Zn_O_None,AX,NiAsst,Zn,O,None,2,2,0,4.32554,160.35,0.5082,ZnO
AX_NiAsst_Zn_S_None,AX,NiAsst,Zn,S,None,2,2,0,3.17246,78.4,1.5165,ZnS
AX_NiAsst_Zn_Se_None,AX,NiAsst,Zn,Se,None,2,2,0,2.77457,86.45,0.5133,ZnSe
AX_NiAsst_Zn_Te_None,AX,NiAsst,Zn,Te,None,2,2,0,2.36654,113,0.329,ZnTe
AX_NiAsst_Cd_O_None,AX,NiAsst,Cd,O,None,2,2,0,3.86509,125.55,0,CdO
AX_NiAsst_Cd_S_None,AX,NiAsst,Cd,S,None,2,2,0,2.98757,73.3,0.5226,CdS
AX_NiAsst_Cd_Se_None,AX,NiAsst,Cd,Se,None,2,2,0,2.65778,57.7,0,CdSe
AX_NiAsst_Cd_Te_None,AX,NiAsst,Cd,Te,None,2,2,0,2.28818,54.95,0,CdTe
AX_NiAsst_Hg_O_None,AX,NiAsst,Hg,O,None,2,2,0,2.70187,109.1,0,HgO
AX_NiAsst_Hg_S_None,AX,NiAsst,Hg,S,None,2,2,0,2.09354,67.55,0,HgS
AX_NiAsst_Hg_Se_None,AX,NiAsst,Hg,Se,None,2,2,0,1.88152,58.6,0,HgSe
AX_NiAsst_Hg_Te_None,AX,NiAsst,Hg,Te,None,2,2,0,1.6887,56.2,0,HgTe
AX_NiAsst_Al_N_None,AX,NiAsst,Al,N,None,2,2,0,7.11383,241.85,4.8452,AlN
AX_NiAsst_Al_P_None,AX,NiAsst,Al,P,None,2,2,0,4.93759,106.2,1.9777,AlP
AX_NiAsst_Al_As_None,AX,NiAsst,Al,As,None,2,2,0,4.44071,85.45,0.4035,AlAs
AX_NiAsst_Al_Sb_None,AX,NiAsst,Al,Sb,None,2,2,0,3.90753,70.3,0.3034,AlSb
AX_NiAsst_Ga_N_None,AX,NiAsst,Ga,N,None,2,2,0,5.54542,211,1.3417,GaN
AX_NiAsst_Ga_P_None,AX,NiAsst,Ga,P,None,2,2,0,4.13894,86,0.5224,GaP
AX_NiAsst_Ga_As_None,AX,NiAsst,Ga,As,None,2,2,0,3.80055,67.75,0,GaAs
AX_NiAsst_Ga_Sb_None,AX,NiAsst,Ga,Sb,None,2,2,0,3.46514,97.85,0,GaSb
AX_NiAsst_In_N_None,AX,NiAsst,In,N,None,2,2,0,5.01834,152.55,0,InN
AX_NiAsst_In_P_None,AX,NiAsst,In,P,None,2,2,0,3.90129,80,0,InP
AX_NiAsst_In_As_None,AX,NiAsst,In,As,None,2,2,0,3.61961,66.2,0,InAs
AX_NiAsst_In_Sb_None,AX,NiAsst,In,Sb,None,2,2,0,3.3004,55,0,InSb
AX_NiAsst_Sc_N_None,AX,NiAsst,Sc,N,None,2,2,0,8.91133,185.8,0,ScN
AX_NiAsst_Sc_P_None,AX,NiAsst,Sc,P,None,2,2,0,7.25106,96.5,0,ScP
AX_NiAsst_Sc_As_None,AX,NiAsst,Sc,As,None,2,2,0,6.79344,78.65,0,ScAs
AX_NiAsst_Sc_Sb_None,AX,NiAsst,Sc,Sb,None,2,2,0,6.16739,48.8,0.0454,ScSb
AX_NiAsst_Y_N_None,AX,NiAsst,Y,N,None,2,2,0,8.73362,144.7,0.2115,YN
AX_NiAsst_Y_P_None,AX,NiAsst,Y,P,None,2,2,0,7.38264,86.9,0,YP
AX_NiAsst_Y_As_None,AX,NiAsst,Y,As,None,2,2,0,6.96656,73.5,0,YAs
AX_NiAsst_Y_Sb_None,AX,NiAsst,Y,Sb,None,2,2,0,6.39072,60.55,0,YSb
AX_NiAsst_La_N_None,AX,NiAsst,La,N,None,2,2,0,7.69576,110.85,0.5332,LaN
AX_NiAsst_La_P_None,AX,NiAsst,La,P,None,2,2,0,6.52676,66.65,0,LaP
AX_NiAsst_La_As_None,AX,NiAsst,La,As,None,2,2,0,6.16288,60.7,0,LaAs
AX_NiAsst_La_Sb_None,AX,NiAsst,La,Sb,None,2,2,0,5.65364,44.45,0,LaSb
AX_BeOst_Li_F_None,AX,BeOst,Li,F,None,4,4,0,4.85264,50.3,7.4561,LiF
AX_BeOst_Li_Cl_None,AX,BeOst,Li,Cl,None,4,4,0,3.7056,24.3,5.8923,LiCl
AX_BeOst_Li_Br_None,AX,BeOst,Li,Br,None,4,4,0,3.33678,30.6,4.9171,LiBr
AX_BeOst_Li_I_None,AX,BeOst,Li,I,None,4,4,0,2.94181,15.5,4.3776,LiI
AX_BeOst_Na_F_None,AX,BeOst,Na,F,None,4,4,0,4.37696,55.15,6.3297,NaF
AX_BeOst_Na_Cl_None,AX,BeOst,Na,Cl,None,4,4,0,3.34108,15.75,4.8767,NaCl
AX_BeOst_Na_Br_None,AX,BeOst,Na,Br,None,4,4,0,3.01074,13.65,4.1866,NaBr
AX_BeOst_Na_I_None,AX,BeOst,Na,I,None,4,4,0,2.65357,10.25,3.7804,NaI
AX_BeOst_K_F_None,AX,BeOst,K,F,None,4,4,0,4.21598,27.1,5.9563,KF
AX_BeOst_K_Cl_None,AX,BeOst,K,Cl,None,4,4,0,3.43094,15.95,5.0413,KCl
AX_BeOst_K_Br_None,AX,BeOst,K,Br,None,4,4,0,3.04351,10.6,4.1666,KBr
AX_BeOst_K_I_None,AX,BeOst,K,I,None,4,4,0,2.72131,6.35,3.8637,KI
AX_BeOst_Rb_F_None,AX,BeOst,Rb,F,None,4,4,0,4.08945,25.85,5.5281,RbF
AX_BeOst_Rb_Cl_None,AX,BeOst,Rb,Cl,None,4,4,0,3.35256,15.2,4.8317,RbCl
AX_BeOst_Rb_Br_None,AX,BeOst,Rb,Br,None,4,4,0,2.97907,8.15,4.0734,RbBr
AX_BeOst_Rb_I_None,AX,BeOst,Rb,I,None,4,4,0,2.66914,6.1,3.7639,RbI
AX_BeOst_Cs_F_None,AX,BeOst,Cs,F,None,4,4,0,4.0149,14.85,5.2531,CsF
AX_BeOst_Cs_Cl_None,AX,BeOst,Cs,Cl,None,4,4,0,3.32032,12.45,4.8235,CsCl
AX_BeOst_Cs_Br_None,AX,BeOst,Cs,Br,None,4,4,0,3.05246,17.6,4.2818,CsBr
AX_BeOst_Cs_I_None,AX,BeOst,Cs,I,None,4,4,0,2.6682,4.7,3.7428,CsI
AX_BeOst_Be_O_None,AX,BeOst,Be,O,None,4,4,0,7.09831,197.7,7.0876,BeO
AX_BeOst_Be_S_None,AX,BeOst,Be,S,None,4,4,0,4.94918,90.55,4.1239,BeS
AX_BeOst_Be_Se_None,AX,BeOst,Be,Se,None,4,4,0,4.362,72.6,3.3816,BeSe
AX_BeOst_Be_Te_None,AX,BeOst,Be,Te,None,4,4,0,3.74475,66,2.359,BeTe
AX_BeOst_Mg_O_None,AX,BeOst,Mg,O,None,4,4,0,5.89489,114.85,3.4207,MgO
AX_BeOst_Mg_S_None,AX,BeOst,Mg,S,None,4,4,0,4.2454,57.5,3.3703,MgS
AX_BeOst_Mg_Se_None,AX,BeOst,Mg,Se,None,4,4,0,3.7557,42.95,2.5519,MgSe
AX_BeOst_Mg_Te_None,AX,BeOst,Mg,Te,None,4,4,0,3.1957,33.85,2.3105,MgTe
AX_BeOst_Ca_O_None,AX,BeOst,Ca,O,None,4,4,0,6.28323,73.3,3.0572,CaO
AX_BeOst_Ca_S_None,AX,BeOst,Ca,S,None,4,4,0,4.96473,36.9,3.4398,CaS
AX_BeOst_Ca_Se_None,AX,BeOst,Ca,Se,None,4,4,0,4.52101,31.4,3.0201,CaSe
AX_BeOst_Ca_Te_None,AX,BeOst,Ca,Te,None,4,4,0,3.98202,54.25,2.8681,CaTe
AX_BeOst_Sr_O_None,AX,BeOst,Sr,O,None,4,4,0,5.92618,58.5,2.2754,SrO
AX_BeOst_Sr_S_None,AX,BeOst,Sr,S,None,4,4,0,4.79775,31.2,3.0607,SrS
AX_BeOst_Sr_Se_None,AX,BeOst,Sr,Se,None,4,4,0,4.39012,27.1,2.7234,SrSe
AX_BeOst_Sr_Te_None,AX,BeOst,Sr,Te,None,4,4,0,3.89154,22.4,2.6565,SrTe
AX_BeOst_Ba_O_None,AX,BeOst,Ba,O,None,4,4,0,5.87094,51.15,1.9057,BaO
AX_BeOst_Ba_S_None,AX,BeOst,Ba,S,None,4,4,0,4.88622,26.8,2.6259,BaS
AX_BeOst_Ba_Se_None,AX,BeOst,Ba,Se,None,4,4,0,4.75515,34.15,1.9478,BaSe
AX_BeOst_Ba_Te_None,AX,BeOst,Ba,Te,None,4,4,0,4.32258,25.7,1.5962,BaTe
AX_BeOst_Zn_O_None,AX,BeOst,Zn,O,None,4,4,0,4.52698,123.1,0.7517,ZnO
AX_BeOst_Zn_S_None,AX,BeOst,Zn,S,None,4,4,0,3.4679,64,2.1584,ZnS
AX_BeOst_Zn_Se_None,AX,BeOst,Zn,Se,None,4,4,0,3.04912,54.65,1.2959,ZnSe
AX_BeOst_Cd_O_None,AX,BeOst,Cd,O,None,4,4,0,3.92918,93.4,0.1299,CdO
AX_BeOst_Cd_S_None,AX,BeOst,Cd,S,None,4,4,0,3.1329,53.65,1.2139,CdS
AX_BeOst_Cd_Se_None,AX,BeOst,Cd,Se,None,4,4,0,2.79816,40.05,0.6734,CdSe
AX_BeOst_Cd_Te_None,AX,BeOst,Cd,Te,None,4,4,0,2.45438,35.5,0.7067,CdTe
AX_BeOst_Hg_O_None,AX,BeOst,Hg,O,None,4,4,0,2.81814,78.2,0.0399,HgO
AX_BeOst_Hg_S_None,AX,BeOst,Hg,S,None,4,4,0,2.32642,48.15,0.2082,HgS
AX_BeOst_Hg_Se_None,AX,BeOst,Hg,Se,None,4,4,0,2.08,39.9,0.1715,HgSe
AX_BeOst_Hg_Te_None,AX,BeOst,Hg,Te,None,4,4,0,1.85663,29.45,0.0787,HgTe
AX_BeOst_Al_N_None,AX,BeOst,Al,N,None,4,4,0,7.41355,185.2,3.7539,AlN
AX_BeOst_Al_P_None,AX,BeOst,Al,P,None,4,4,0,5.12556,77.1,1.8894,AlP
AX_BeOst_Al_As_None,AX,BeOst,Al,As,None,4,4,0,4.62311,65.15,1.6566,AlAs
AX_BeOst_Al_Sb_None,AX,BeOst,Al,Sb,None,4,4,0,4.03485,62.6,1.0265,AlSb
AX_BeOst_Ga_N_None,AX,BeOst,Ga,N,None,4,4,0,6.0369,188.15,1.6368,GaN
AX_BeOst_Ga_P_None,AX,BeOst,Ga,P,None,4,4,0,4.48026,72.95,1.4348,GaP
AX_BeOst_Ga_As_None,AX,BeOst,Ga,As,None,4,4,0,4.06691,63,0.2108,GaAs
AX_BeOst_Ga_Sb_None,AX,BeOst,Ga,Sb,None,4,4,0,3.61553,44.4,0,GaSb
AX_BeOst_In_N_None,AX,BeOst,In,N,None,4,4,0,5.28335,123.5,0.0065,InN
AX_BeOst_In_P_None,AX,BeOst,In,P,None,4,4,0,4.11769,57.55,0.5118,InP
AX_BeOst_In_As_None,AX,BeOst,In,As,None,4,4,0,3.78689,45.2,0,InAs
AX_BeOst_In_Sb_None,AX,BeOst,In,Sb,None,4,4,0,3.40489,37.55,0,InSb
AX_BeOst_Sc_N_None,AX,BeOst,Sc,N,None,4,4,0,9.00436,137.6,2.1895,ScN
AX_BeOst_Sc_P_None,AX,BeOst,Sc,P,None,4,4,0,7.36219,92.2,1.4077,ScP
AX_BeOst_Sc_As_None,AX,BeOst,Sc,As,None,4,4,0,6.86845,91.05,1.4217,ScAs
AX_BeOst_Sc_Sb_None,AX,BeOst,Sc,Sb,None,4,4,0,6.16653,77.9,1.233,ScSb
AX_BeOst_Y_N_None,AX,BeOst,Y,N,None,4,4,0,8.89204,112.8,1.4016,YN
AX_BeOst_Y_P_None,AX,BeOst,Y,P,None,4,4,0,7.56534,88.1,0.8548,YP
AX_BeOst_Y_As_None,AX,BeOst,Y,As,None,4,4,0,7.11318,71.8,0.9204,YAs
AX_BeOst_Y_Sb_None,AX,BeOst,Y,Sb,None,4,4,0,6.45966,63.5,1.1543,YSb
AX_BeOst_La_N_None,AX,BeOst,La,N,None,4,4,0,7.94517,122.95,0.053,LaN
AX_BeOst_La_P_None,AX,BeOst,La,P,None,4,4,0,6.74624,73.55,0.1275,LaP
AX_BeOst_La_As_None,AX,BeOst,La,As,None,4,4,0,6.36487,69.2,0.1775,LaAs
AX_BeOst_La_Sb_None,AX,BeOst,La,Sb,None,4,4,0,5.8023,52.7,0.3678,LaSb
AX_TlIst_Li_F_None,AX,TlIst,Li,F,None,4,4,0,4.7924,59.85,7.4035,LiF
AX_TlIst_Li_Cl_None,AX,TlIst,Li,Cl,None,4,4,0,3.65434,28.3,5.8054,LiCl
AX_TlIst_Li_Br_None,AX,TlIst,Li,Br,None,4,4,0,3.28987,29.5,4.8134,LiBr
AX_TlIst_Li_I_None,AX,TlIst,Li,I,None,4,4,0,2.89522,18.6,4.1852,LiI
AX_TlIst_Na_F_None,AX,TlIst,Na,F,None,4,4,0,4.29088,44.1,5.692,NaF
AX_TlIst_Na_Cl_None,AX,TlIst,Na,Cl,None,4,4,0,3.34458,21.95,4.7459,NaCl
AX_TlIst_Na_Br_None,AX,TlIst,Na,Br,None,4,4,0,3.01513,17.45,3.9928,NaBr
AX_TlIst_Na_I_None,AX,TlIst,Na,I,None,4,4,0,2.65725,13.8,3.5519,NaI
AX_TlIst_K_F_None,AX,TlIst,K,F,None,4,4,0,4.14709,30.6,5.813,KF
AX_TlIst_K_Cl_None,AX,TlIst,K,Cl,None,4,4,0,3.37349,17.45,4.8127,KCl
AX_TlIst_K_Br_None,AX,TlIst,K,Br,None,4,4,0,3.08221,17.2,4.0131,KBr
AX_TlIst_K_I_None,AX,TlIst,K,I,None,4,4,0,2.75936,12.45,3.4937,KI
AX_TlIst_Rb_F_None,AX,TlIst,Rb,F,None,4,4,0,4.02655,25.35,5.3738,RbF
AX_TlIst_Rb_Cl_None,AX,TlIst,Rb,Cl,None,4,4,0,3.30242,15.1,4.7151,RbCl
AX_TlIst_Rb_Br_None,AX,TlIst,Rb,Br,None,4,4,0,3.0252,17.15,3.9852,RbBr
AX_TlIst_Rb_I_None,AX,TlIst,Rb,I,None,4,4,0,2.71767,9.75,3.4706,RbI
AX_TlIst_Cs_F_None,AX,TlIst,Cs,F,None,4,4,0,3.96494,18.9,5.0165,CsF
AX_TlIst_Cs_Cl_None,AX,TlIst,Cs,Cl,None,4,4,0,3.27814,15.05,4.8363,CsCl
AX_TlIst_Cs_Br_None,AX,TlIst,Cs,Br,None,4,4,0,3.01529,13.45,4.1763,CsBr
AX_TlIst_Cs_I_None,AX,TlIst,Cs,I,None,4,4,0,2.7236,8.85,3.7071,CsI
AX_TlIst_Be_O_None,AX,TlIst,Be,O,None,4,4,0,6.58985,168.4,5.8867,BeO
AX_TlIst_Be_S_None,AX,TlIst,Be,S,None,4,4,0,4.48657,73.55,3.9351,BeS
AX_TlIst_Be_Se_None,AX,TlIst,Be,Se,None,4,4,0,3.93666,59.7,2.6902,BeSe
AX_TlIst_Be_Te_None,AX,TlIst,Be,Te,None,4,4,0,3.34552,39.85,1.396,BeTe
AX_TlIst_Mg_O_None,AX,TlIst,Mg,O,None,4,4,0,5.77291,123.7,3.0602,MgO
AX_TlIst_Mg_S_None,AX,TlIst,Mg,S,None,4,4,0,4.14424,56.05,3.2424,MgS
AX_TlIst_Mg_Se_None,AX,TlIst,Mg,Se,None,4,4,0,3.65951,43.75,2.4416,MgSe
AX_TlIst_Mg_Te_None,AX,TlIst,Mg,Te,None,4,4,0,3.09512,39.5,2.0464,MgTe
AX_TlIst_Ca_O_None,AX,TlIst,Ca,O,None,4,4,0,6.2356,92.15,2.7214,CaO
AX_TlIst_Ca_S_None,AX,TlIst,Ca,S,None,4,4,0,5.03405,54.25,2.382,CaS
AX_TlIst_Ca_Se_None,AX,TlIst,Ca,Se,None,4,4,0,4.6034,45.3,2.0914,CaSe
AX_TlIst_Ca_Te_None,AX,TlIst,Ca,Te,None,4,4,0,4.07266,41.75,1.6088,CaTe
AX_TlIst_Sr_O_None,AX,TlIst,Sr,O,None,4,4,0,5.87345,71.95,2.3352,SrO
AX_TlIst_Sr_S_None,AX,TlIst,Sr,S,None,4,4,0,4.88016,46,2.3646,SrS
AX_TlIst_Sr_Se_None,AX,TlIst,Sr,Se,None,4,4,0,4.49345,42,2.0377,SrSe
AX_TlIst_Sr_Te_None,AX,TlIst,Sr,Te,None,4,4,0,4.01787,34.15,1.4745,SrTe
AX_TlIst_Ba_O_None,AX,TlIst,Ba,O,None,4,4,0,5.80563,56.05,2.2206,BaO
AX_TlIst_Ba_S_None,AX,TlIst,Ba,S,None,4,4,0,4.96347,40.25,2.013,BaS
AX_TlIst_Ba_Se_None,AX,TlIst,Ba,Se,None,4,4,0,4.62248,35.9,1.7477,BaSe
AX_TlIst_Ba_Te_None,AX,TlIst,Ba,Te,None,4,4,0,4.2112,28.95,1.3028,BaTe
AX_TlIst_Zn_O_None,AX,TlIst,Zn,O,None,4,4,0,4.28243,135.05,1.6786,ZnO
AX_TlIst_Zn_S_None,AX,TlIst,Zn,S,None,4,4,0,3.15097,66.65,2.1965,ZnS
AX_TlIst_Zn_Se_None,AX,TlIst,Zn,Se,None,4,4,0,2.76838,58.65,1.1085,ZnSe
